age,income,loan_amount,employment_type,education,marital_status,loan_purpose,default
43,550592,708550,Unemployed,High School,Married,Business,0
53,452415,411300,Unemployed,Graduate,Married,Education,0
58,590186,393722,Salaried,Graduate,Married,Home,0
34,705916,385033,Salaried,Post-Graduate,Single,Business,0
37,599121,735005,Unemployed,Graduate,Single,Education,0
39,517627,405314,Self-Employed,High School,Single,Home,0
53,662825,665156,Salaried,High School,Single,Education,0
21,383118,311102,Self-Employed,Post-Graduate,Divorced,Education,0
33,464378,682091,Salaried,High School,Married,Car,0
47,936169,195002,Salaried,High School,Single,Home,0
26,404239,670465,Salaried,Post-Graduate,Married,Personal,0
26,978403,445811,Self-Employed,Post-Graduate,Married,Personal,0
53,316135,530603,Salaried,Graduate,Married,Home,0
50,1391709,313362,Salaried,Post-Graduate,Married,Education,0
55,249253,793179,Self-Employed,Graduate,Single,Business,0
43,851222,189747,Self-Employed,Graduate,Single,Personal,0
30,1360618,467047,Salaried,Graduate,Single,Home,0
39,1312641,74384,Self-Employed,Post-Graduate,Single,Personal,1
48,538530,243883,Self-Employed,Graduate,Single,Home,0
43,282455,668388,Salaried,Graduate,Single,Personal,1
24,952376,389421,Salaried,Post-Graduate,Married,Personal,0
40,1410345,370609,Salaried,Post-Graduate,Divorced,Home,0
39,1222847,66665,Unemployed,Graduate,Married,Personal,0
47,848631,222661,Self-Employed,High School,Single,Personal,0
54,1475485,734254,Salaried,Graduate,Divorced,Car,1
24,754838,355833,Salaried,High School,Divorced,Car,0
58,1228219,220396,Self-Employed,Graduate,Single,Home,0
27,1482296,340184,Self-Employed,Graduate,Married,Personal,0
27,464115,511688,Salaried,High School,Single,Education,0
46,1425998,75927,Salaried,Graduate,Married,Education,0
46,947065,571217,Self-Employed,Graduate,Single,Home,0
39,1050626,587802,Salaried,Graduate,Single,Education,0
29,343606,420945,Self-Employed,Graduate,Married,Home,1
40,868128,106058,Salaried,High School,Single,Education,0
36,484769,356542,Self-Employed,High School,Single,Home,0
37,697992,401377,Salaried,Post-Graduate,Married,Home,0
42,1268608,449355,Self-Employed,High School,Married,Business,0
33,1182439,636182,Salaried,High School,Married,Education,0
32,631108,172262,Self-Employed,Post-Graduate,Married,Car,0
30,1448027,653922,Salaried,Graduate,Married,Business,1
21,748645,256866,Salaried,Post-Graduate,Single,Car,1
52,675728,200457,Salaried,Graduate,Married,Home,0
50,462641,678591,Self-Employed,Graduate,Married,Car,0
28,595350,775970,Self-Employed,Post-Graduate,Married,Car,0
41,349905,332875,Self-Employed,Graduate,Divorced,Business,0
42,1150170,744247,Salaried,Graduate,Divorced,Education,1
38,911960,766618,Salaried,Post-Graduate,Divorced,Education,0
22,1379674,455041,Salaried,Graduate,Single,Business,0
29,491929,122586,Salaried,Post-Graduate,Married,Car,0
23,1182042,662150,Self-Employed,High School,Divorced,Car,0
46,658105,388829,Salaried,Graduate,Married,Car,0
41,375330,618033,Salaried,Graduate,Married,Car,0
50,639363,255020,Self-Employed,High School,Married,Car,0
48,507561,404416,Self-Employed,Post-Graduate,Single,Education,0
56,1348895,660863,Self-Employed,Graduate,Single,Home,0
46,275443,399241,Self-Employed,Graduate,Single,Education,0
54,1190163,338964,Salaried,Post-Graduate,Divorced,Education,0
28,836526,106968,Self-Employed,Post-Graduate,Single,Education,0
30,1340414,614930,Salaried,Graduate,Single,Home,0
34,1124588,694813,Salaried,Graduate,Married,Education,0
35,1110219,98145,Salaried,Post-Graduate,Married,Home,0
37,1071815,363558,Salaried,Post-Graduate,Married,Car,0
38,515637,483869,Salaried,Graduate,Single,Car,1
52,484949,100191,Salaried,High School,Single,Education,0
58,214248,687604,Unemployed,Graduate,Married,Car,1
43,1449651,409059,Self-Employed,Graduate,Married,Business,0
43,356456,402019,Unemployed,Graduate,Single,Education,1
55,333968,418014,Self-Employed,High School,Single,Home,0
59,1127866,85048,Unemployed,High School,Married,Business,0
35,1071480,392040,Salaried,Graduate,Married,Car,0
44,1334751,368458,Salaried,Graduate,Married,Business,0
48,1225150,643332,Salaried,Post-Graduate,Married,Personal,0
36,1047454,248726,Self-Employed,Post-Graduate,Married,Home,0
36,771679,373271,Self-Employed,Graduate,Single,Business,0
59,1359587,357159,Salaried,High School,Single,Car,0
26,1473727,362878,Salaried,Post-Graduate,Divorced,Business,0
22,982475,195432,Salaried,Graduate,Married,Home,0
33,631912,565796,Salaried,Graduate,Single,Car,0
29,647170,570113,Self-Employed,Post-Graduate,Single,Home,0
54,473370,282821,Salaried,Post-Graduate,Married,Home,1
37,1265434,377200,Self-Employed,Graduate,Single,Home,0
47,441544,475173,Unemployed,Post-Graduate,Single,Education,0
49,880473,151122,Salaried,Graduate,Married,Personal,0
57,439828,112502,Unemployed,Graduate,Single,Car,0
42,907456,274515,Unemployed,Post-Graduate,Married,Car,0
44,746304,755188,Self-Employed,Post-Graduate,Divorced,Personal,0
27,217445,646187,Self-Employed,High School,Married,Business,1
54,687656,219227,Salaried,Graduate,Married,Car,0
32,478835,162109,Unemployed,Graduate,Divorced,Education,0
43,930084,334277,Salaried,High School,Single,Car,0
35,356932,72720,Unemployed,Graduate,Divorced,Home,0
53,363062,491890,Salaried,Post-Graduate,Married,Business,0
33,730774,783079,Self-Employed,Graduate,Single,Home,0
43,402174,508863,Salaried,High School,Single,Personal,0
58,1204581,577667,Salaried,Post-Graduate,Married,Home,0
52,662643,762019,Unemployed,Post-Graduate,Divorced,Business,0
55,602262,287021,Self-Employed,High School,Single,Car,0
21,1147245,629046,Self-Employed,High School,Married,Home,0
25,467868,386284,Salaried,Graduate,Single,Personal,0
33,1165851,118187,Unemployed,Graduate,Single,Business,0
25,1140168,205833,Self-Employed,Graduate,Single,Education,0
52,1319462,649592,Salaried,Graduate,Married,Education,0
41,293761,729135,Self-Employed,Graduate,Single,Car,0
44,1192410,165857,Salaried,High School,Single,Car,0
38,838454,245624,Self-Employed,Graduate,Single,Home,0
41,1033469,160946,Salaried,High School,Married,Personal,0
30,1009417,434444,Salaried,Graduate,Single,Education,0
44,1208206,687290,Self-Employed,Graduate,Single,Car,0
41,520012,671079,Self-Employed,Post-Graduate,Single,Business,0
45,700081,246398,Self-Employed,Post-Graduate,Single,Business,0
43,1457573,271460,Self-Employed,Graduate,Single,Business,0
42,743635,98793,Salaried,Post-Graduate,Single,Business,0
24,503767,581441,Salaried,High School,Divorced,Education,0
54,1264936,220165,Salaried,Post-Graduate,Divorced,Car,0
26,476358,105766,Salaried,Graduate,Married,Personal,0
48,1144726,318075,Salaried,Graduate,Single,Car,0
51,1480540,601328,Self-Employed,Graduate,Single,Car,1
55,1020735,164329,Salaried,Post-Graduate,Single,Car,0
59,984772,198344,Self-Employed,High School,Single,Home,0
43,214698,442341,Salaried,Graduate,Married,Car,0
26,884962,115939,Salaried,Post-Graduate,Single,Business,0
36,1365120,587089,Salaried,High School,Divorced,Home,0
22,1300914,601352,Salaried,Graduate,Single,Car,0
44,628753,578273,Salaried,Post-Graduate,Single,Education,0
37,222469,538693,Self-Employed,Graduate,Married,Education,1
21,861846,371610,Salaried,High School,Divorced,Education,0
26,797065,436196,Salaried,Graduate,Married,Business,0
25,1267947,318693,Salaried,Graduate,Single,Education,0
49,1486087,793426,Salaried,Graduate,Married,Business,0
32,887884,382808,Self-Employed,Graduate,Married,Home,0
59,1492125,587089,Salaried,High School,Married,Business,0
23,540347,363524,Salaried,Post-Graduate,Single,Personal,0
21,410409,622730,Salaried,Post-Graduate,Single,Personal,0
47,1356220,322649,Unemployed,Post-Graduate,Single,Home,0
44,1426789,392273,Salaried,Graduate,Single,Personal,0
39,1364044,113275,Salaried,Graduate,Single,Car,0
28,464297,341765,Salaried,Post-Graduate,Married,Education,0
22,1011563,257046,Self-Employed,Post-Graduate,Married,Business,0
50,1464881,235635,Salaried,Post-Graduate,Married,Car,0
50,384716,214487,Salaried,Post-Graduate,Married,Education,0
59,697816,331682,Self-Employed,Post-Graduate,Married,Personal,0
52,1349463,381168,Salaried,Graduate,Single,Home,1
21,621499,65332,Unemployed,Post-Graduate,Married,Business,0
58,1211484,519861,Salaried,Graduate,Married,Education,1
33,301347,200234,Salaried,Post-Graduate,Single,Car,0
31,1046789,792236,Unemployed,Graduate,Married,Personal,0
30,943259,336738,Salaried,Graduate,Married,Education,0
46,1227844,586081,Self-Employed,Graduate,Married,Home,0
40,1157308,246274,Self-Employed,High School,Married,Car,0
37,216036,73936,Salaried,Graduate,Single,Business,0
37,1350902,424586,Salaried,Graduate,Married,Home,0
24,634376,538042,Salaried,Post-Graduate,Single,Home,0
25,1135778,476626,Salaried,Graduate,Single,Business,0
43,418163,699594,Salaried,Graduate,Divorced,Personal,0
30,553581,634503,Self-Employed,Graduate,Married,Home,0
48,361639,764841,Salaried,Graduate,Married,Education,0
53,1196247,727670,Self-Employed,Post-Graduate,Married,Home,0
46,1353544,740796,Salaried,Graduate,Single,Car,0
49,320931,632495,Salaried,High School,Married,Personal,0
47,1157576,651607,Self-Employed,Graduate,Single,Business,0
38,1240243,123095,Salaried,Graduate,Married,Home,0
30,1027552,168060,Salaried,Post-Graduate,Single,Personal,0
25,280632,617178,Unemployed,High School,Single,Personal,1
30,412055,670024,Salaried,Graduate,Married,Home,0
41,1268430,712368,Self-Employed,Post-Graduate,Single,Education,0
44,1170716,371688,Salaried,Post-Graduate,Married,Personal,0
58,942879,288096,Salaried,Graduate,Married,Car,0
23,511840,480046,Salaried,Post-Graduate,Married,Education,0
51,1214236,685218,Self-Employed,Graduate,Divorced,Car,0
57,566874,728636,Unemployed,Post-Graduate,Single,Education,1
22,397564,684367,Salaried,High School,Single,Personal,0
22,782083,498438,Salaried,Graduate,Married,Personal,0
59,486704,767879,Salaried,Graduate,Married,Car,0
54,830865,304507,Salaried,Post-Graduate,Divorced,Home,0
40,942191,365188,Salaried,Graduate,Married,Education,0
53,542535,493298,Salaried,Graduate,Married,Business,0
24,320965,257398,Salaried,Graduate,Married,Personal,0
31,906677,333777,Salaried,Graduate,Single,Home,1
25,414611,742321,Unemployed,Post-Graduate,Single,Education,0
45,1196076,339189,Salaried,Graduate,Single,Business,1
57,959669,234259,Salaried,Post-Graduate,Married,Business,0
54,987077,421534,Salaried,Post-Graduate,Married,Personal,0
29,233146,373405,Self-Employed,Post-Graduate,Married,Education,0
26,972703,675742,Self-Employed,Post-Graduate,Married,Home,0
38,633093,439190,Self-Employed,Graduate,Single,Home,0
34,1115980,201814,Salaried,Graduate,Single,Personal,0
39,807348,728610,Self-Employed,Graduate,Married,Car,0
34,1399767,445793,Unemployed,Graduate,Single,Business,0
37,721128,103202,Salaried,High School,Married,Car,0
55,1069013,666564,Self-Employed,High School,Single,Car,0
49,755090,390282,Self-Employed,Graduate,Married,Car,1
37,1300751,513878,Salaried,Graduate,Divorced,Business,1
28,1211449,68330,Salaried,Graduate,Married,Home,0
21,1258687,194314,Salaried,High School,Single,Education,0
56,325588,346484,Salaried,Graduate,Single,Education,0
27,745407,406612,Salaried,Post-Graduate,Single,Home,0
25,1076643,635277,Unemployed,Graduate,Single,Car,0
44,1441544,132119,Salaried,High School,Married,Car,0
48,705830,381748,Salaried,High School,Married,Car,0
37,628755,121734,Salaried,Post-Graduate,Married,Car,0
57,1351049,137951,Salaried,Post-Graduate,Single,Personal,0
40,944543,91051,Self-Employed,Graduate,Divorced,Personal,0
23,255387,666503,Salaried,Post-Graduate,Married,Education,0
57,1472137,307767,Salaried,Graduate,Single,Home,0
46,373895,442370,Salaried,Post-Graduate,Single,Home,0
35,531699,631571,Salaried,High School,Married,Personal,0
28,1295994,109309,Self-Employed,High School,Single,Car,0
33,248695,455564,Salaried,Post-Graduate,Single,Education,0
23,1097451,355268,Salaried,High School,Single,Home,0
21,347490,394653,Salaried,Post-Graduate,Married,Education,0
29,1458866,177211,Salaried,Graduate,Single,Home,0
51,248028,437104,Salaried,Post-Graduate,Single,Personal,0
46,572279,397702,Self-Employed,High School,Single,Home,0
37,277700,626754,Salaried,Graduate,Single,Car,0
54,516772,493153,Salaried,Post-Graduate,Single,Car,1
29,944823,74459,Salaried,High School,Married,Car,0
33,547240,357220,Salaried,Graduate,Single,Business,0
25,476869,584368,Salaried,Post-Graduate,Single,Personal,0
33,1420783,332312,Salaried,Graduate,Single,Car,0
21,1103273,280653,Salaried,Post-Graduate,Single,Home,0
45,1318799,708325,Salaried,Post-Graduate,Married,Car,1
24,688714,606726,Self-Employed,Graduate,Married,Personal,0
56,1053554,773240,Salaried,Graduate,Married,Home,0
30,470200,226900,Salaried,High School,Married,Personal,0
48,574038,415611,Salaried,Graduate,Single,Personal,0
26,915706,266207,Self-Employed,High School,Single,Business,0
47,426140,353099,Salaried,Graduate,Single,Car,0
32,696885,309588,Salaried,High School,Single,Home,0
23,1103991,345769,Salaried,Graduate,Married,Education,0
53,1317090,796009,Self-Employed,Graduate,Divorced,Business,0
30,1491702,395404,Self-Employed,Graduate,Single,Car,0
51,1029201,301314,Self-Employed,Graduate,Single,Business,0
35,1410923,277140,Salaried,Graduate,Married,Education,0
27,1030198,337537,Self-Employed,Graduate,Single,Home,0
56,1260919,768204,Self-Employed,Graduate,Married,Business,1
34,408559,208755,Salaried,Graduate,Single,Personal,0
34,804515,595687,Self-Employed,Graduate,Single,Car,1
23,317658,430135,Unemployed,High School,Single,Car,1
23,434284,362085,Salaried,Post-Graduate,Single,Home,0
42,1217767,738708,Self-Employed,High School,Married,Home,0
39,1483134,222383,Salaried,Graduate,Single,Car,0
55,889703,150606,Salaried,Graduate,Single,Education,0
32,1263616,411521,Salaried,Graduate,Single,Business,0
25,618403,158527,Salaried,Graduate,Married,Car,0
30,524822,606054,Unemployed,Post-Graduate,Single,Home,0
53,357597,563277,Self-Employed,Graduate,Married,Car,0
33,1286970,647385,Salaried,Graduate,Single,Personal,0
55,1339248,443073,Self-Employed,Graduate,Single,Personal,0
52,1357618,685152,Self-Employed,High School,Married,Car,1
31,1331122,540164,Salaried,High School,Married,Business,1
58,788277,709705,Salaried,Graduate,Divorced,Personal,0
44,578442,460860,Self-Employed,Post-Graduate,Single,Education,0
55,642416,508983,Self-Employed,Graduate,Married,Education,1
39,1102506,490747,Unemployed,Graduate,Married,Home,0
26,346087,780044,Salaried,Post-Graduate,Married,Home,0
55,1047343,218569,Salaried,Graduate,Married,Car,0
24,695892,308289,Self-Employed,Graduate,Married,Personal,0
53,1078638,175061,Salaried,Graduate,Married,Education,0
33,780509,357033,Self-Employed,Post-Graduate,Single,Personal,0
56,1272766,463136,Salaried,Graduate,Married,Car,0
39,845442,561396,Salaried,Post-Graduate,Married,Personal,0
32,207997,690278,Salaried,Post-Graduate,Divorced,Business,0
31,572132,271880,Salaried,Post-Graduate,Single,Personal,0
26,1135573,158519,Salaried,Graduate,Divorced,Home,0
32,848478,399912,Self-Employed,Graduate,Married,Car,0
47,1178989,64104,Salaried,Graduate,Single,Education,0
45,650507,329930,Salaried,Graduate,Single,Business,0
23,1279084,791656,Unemployed,Post-Graduate,Married,Education,0
23,962488,96716,Salaried,Post-Graduate,Married,Home,0
40,644790,180738,Salaried,Graduate,Married,Business,0
48,1169406,225430,Salaried,Post-Graduate,Married,Home,0
43,524570,363413,Self-Employed,Post-Graduate,Married,Home,0
23,601740,400094,Salaried,Graduate,Single,Personal,1
44,304613,66791,Unemployed,Post-Graduate,Married,Business,0
26,1027898,514432,Salaried,High School,Single,Business,0
40,286132,169363,Self-Employed,Graduate,Single,Education,0
31,905454,785750,Salaried,Post-Graduate,Married,Home,0
52,1372091,415951,Unemployed,Graduate,Married,Car,0
47,378632,318368,Salaried,Graduate,Divorced,Business,0
41,1172046,601973,Self-Employed,High School,Single,Car,0
33,1472023,668333,Self-Employed,High School,Single,Business,0
42,1297840,68476,Self-Employed,Graduate,Single,Education,1
55,1239375,172214,Salaried,Post-Graduate,Divorced,Car,0
42,267799,558040,Salaried,Post-Graduate,Married,Business,0
48,421610,126598,Salaried,Graduate,Single,Home,0
41,238022,681762,Salaried,Graduate,Married,Education,0
38,890939,575772,Self-Employed,High School,Married,Home,0
51,282753,404670,Salaried,High School,Single,Car,0
57,1034657,69760,Salaried,Post-Graduate,Single,Education,0
